Parent,Child,Block,Trial,S1_D1 hbo,S2_D1 hbo,S2_D2 hbo,S3_D2 hbo,S4_D2 hbo,S5_D3 hbo,S6_D3 hbo,S7_D3 hbo,S7_D4 hbo,S8_D4 hbo
1155p,1155c,Block 2,Trial 1,0.3019429827080699,0.4520739599474294,0.31487230474440303,0.40937637041814334,,0.4446833768255134,0.4464929102338632,0.38978545353304705,0.6261327285495404,0.48813725484397097
1155p,1155c,Block 2,Trial 2,0.4870537162369259,0.33101395940893646,0.3923162293533547,0.5128143851621493,0.5239911128533687,0.2787608029434881,0.4001934255097646,0.5591320914437562,0.26441410152950046,0.3292545133152563
1155p,1155c,Block 2,Trial 3,0.41003583514521136,0.4599532200851233,0.5075088379940557,,,,0.5021884774801195,0.47965704627305883,0.4696119539643985,0.46897902026861255
1155p,1155c,Block 2,Trial 4,0.3142846373833056,0.4354508265645483,0.43243923922317035,0.35046030030288366,0.36591050464781005,0.5067586521415951,0.47495453380867014,0.46921486135863305,0.4923612176890869,
1155p,1155c,Block 3,Trial 1,0.44761300595197384,0.40096398209200074,0.42169401243543836,,,0.24396375154674121,0.22359367913500802,0.2565671239649329,0.32080202277064157,0.38280008451190495
1155p,1155c,Block 3,Trial 2,0.2682344616840931,0.3667717867667715,0.3802292927865131,0.2232568386222761,,0.292371769101698,0.19877952646749622,0.3957625910833838,0.39187064716330866,0.15116492252924704
1155p,1155c,Block 3,Trial 3,0.43846970918880007,0.32178269894733025,0.4143380720368617,0.361636311343949,,,0.3850842958866195,0.343994584077533,0.24115187278971303,0.4095309693733876
1155p,1155c,Block 3,Trial 4,0.29674846584121833,0.3644974173511996,0.2093575573668243,,0.29405823308198664,0.44937847787970797,0.1674155992693566,0.26625679300546173,0.3222469492004456,0.2707223032581872
1156p,1156c,Block 1,Trial 1,0.2773958674322296,0.3668369955859546,0.44000954176243223,0.34669944265964925,0.42042089358245505,0.43766433071834765,0.3794173148068365,0.23457766230412497,0.4677642631341116,0.2933481962245525
1156p,1156c,Block 1,Trial 2,0.22612011400631812,,0.33707238514332094,0.40248561637002034,0.26992571805852356,0.44477229604175406,0.27540515896669115,0.25453401461000497,,0.2877669254565315
1156p,1156c,Block 1,Trial 3,0.3884000812628746,0.3130629514004845,0.3561157448535593,0.40798181336864314,0.46579730401127784,0.46820702992624175,,0.5064578779748145,,0.4052792851384113
1156p,1156c,Block 1,Trial 4,0.4399563372456796,0.32295964258650567,0.40163221232873686,0.40261939959104254,0.18958855594473562,0.2553111393919989,,0.47846861324854845,,0.3880224701823897
1156p,1156c,Block 2,Trial 1,0.24886934228989777,0.40435444829581557,0.2300831503080544,0.40959463891584635,0.24078846046834634,0.3879493498319871,0.18964883619128942,0.4340906061422011,0.31812975587987863,
1156p,1156c,Block 2,Trial 2,0.33252807659438643,0.4410519845565381,0.3931059774671717,0.3221456441344851,0.30285602250300153,0.41673489622704146,0.4517009276836425,0.3390951063311341,0.33092799550621066,0.29717979912739784
1156p,1156c,Block 2,Trial 3,0.15830170120081716,0.36042937331503677,,0.42112797483948744,0.45453728335403115,0.33393469352910815,0.366835860026219,0.3720440275745636,0.30124606829527584,
1156p,1156c,Block 2,Trial 4,0.5157780220688127,,0.39604225649397595,0.18946792561288145,0.5019040223148943,0.24418057489821324,,0.2068405863482205,0.32872603681958046,0.2958719511022808
1156p,1156c,Block 3,Trial 1,0.49118361516874653,0.30998562650377554,0.3353454607517335,0.36350406566364374,0.2683943398369678,,,,0.3506863066278987,
1156p,1156c,Block 3,Trial 2,0.1521139947352285,0.40926204609712824,0.33297799739739964,0.4948801252481144,0.3130350274647288,0.3504211053190891,,0.28469317504443775,0.3143873939071764,
1156p,1156c,Block 3,Trial 3,0.19165124840660372,0.32166611541379997,0.32870397660482387,0.3626766310792305,0.3112508409165905,0.3094619990449774,0.21637995622884504,,0.22462365990144936,
1156p,1156c,Block 3,Trial 4,0.3316203110654671,0.43688279149547216,0.32392283103327163,,0.3462151395093999,0.35312080621910835,0.3202864139934483,0.31918792783348865,,
1159p,1159c,Block 1,Trial 1,0.3428604603088038,0.33360491356990263,0.4130339697668017,,,,,0.42320676769365706,0.407796247183368,0.35666637939471985
1159p,1159c,Block 1,Trial 2,0.40740896780495345,0.4091293449699525,0.37198662877776545,0.35584176240277204,0.41344387528159626,0.4735692509658789,0.22234765592227151,0.3096579004051528,0.43411059163259036,0.49403988658298065
1159p,1159c,Block 1,Trial 3,0.19470201667743053,0.3260833395436738,0.2567892489440273,0.4552344399688761,,0.19810869849823268,,,0.3522688848721685,0.28044565731601
1159p,1159c,Block 1,Trial 4,0.3032806666260917,0.3518401605686413,0.3851914263153499,0.3328794866135031,0.21339959277258236,0.28607475671264054,0.2803186988812068,0.4108287996306275,0.3094039238674019,0.2618215281854555
1159p,1159c,Block 2,Trial 1,0.22690729196730067,0.3742317944506931,0.46387892795120966,0.3220362577478306,0.2978549646423402,0.2850366710451973,0.2784853324958522,0.37304623699091755,0.4201712240979041,0.2599197770336368
1159p,1159c,Block 2,Trial 2,0.4060006061877656,0.4872255751229364,0.3195054853987629,0.37744739266898564,0.3336763245367393,0.34280026817333853,0.4823955291247644,0.3939057998219188,0.5077281777083974,0.3886729567612863
1159p,1159c,Block 2,Trial 3,0.24899611851964404,0.40755539205963814,0.43604909841725914,0.3292086171239426,0.37985059587254943,0.36957045584799775,0.5075414971902583,0.3822706223742606,0.38806568761648497,0.3232259577829935
1159p,1159c,Block 2,Trial 4,0.3968619225415854,0.3329456275373312,0.41443050402277315,0.4631968261250528,0.40683064455261875,0.31006316459612104,0.3137470843860161,0.49895559907437087,0.39224855951301424,0.38827886949006435
1159p,1159c,Block 3,Trial 1,0.3407781402793897,0.36573690837544226,0.3570336521389778,0.32507811760524796,0.39244418431415506,0.39232801779439697,0.42285934352712,0.2554000954218419,0.39336265187054226,0.3865931134446698
1159p,1159c,Block 3,Trial 2,0.3794730734343256,0.5295477353796785,0.34965344753614985,0.33148218871652735,0.3437035580430843,0.3857166319472156,0.4385473961793507,0.34830065638537516,0.4150489169259322,0.32478357083930354
1159p,1159c,Block 3,Trial 3,0.2109510755586674,0.3425215801231751,0.4073428230098789,0.2931890832006615,0.2424126310423618,0.26763768967132123,0.3728739933775255,0.5378201995813888,0.31361186856633955,0.20266417320488767
1159p,1159c,Block 3,Trial 4,0.31038075475679566,0.3818305319825982,0.37663619939815196,0.2711925780548023,0.3335342466736898,0.4040752619189363,0.32299257798330006,0.31208244778492356,0.35824515624254877,0.20993864203123702
1160p,1160c,Block 1,Trial 1,0.4443574255186432,0.28449135920846164,0.3745067283062363,0.4101059266002614,0.38120510218821557,0.427021157584482,0.5119804558993788,0.46872795541525003,0.2983078667535344,0.3326288547144397
1160p,1160c,Block 1,Trial 2,0.2611159264144429,0.2780789471933152,0.30670096204503394,0.4054743246031515,,,,0.3213028358429773,0.36358576644902607,0.34441212378179953
1160p,1160c,Block 1,Trial 3,0.3262975035020898,0.4673280388261139,0.4548376857219766,0.47442168310361055,0.4500907482434127,0.3369163351712785,,0.3457811364915584,0.39311899364315445,0.32622327804223006
1160p,1160c,Block 1,Trial 4,0.32086822089893774,0.21891400609387685,0.3748688638266616,0.2683441318210064,0.2518699044247492,0.46966904521481806,0.27775096876007843,0.4330099052596012,0.25510122322132484,0.38065136776988934
1160p,1160c,Block 2,Trial 1,0.41076760601959467,0.2762482111756868,0.46109560476369016,0.2529110473074234,0.3518469639207736,0.49747139028459747,0.3875452620886349,0.4233335544033645,0.24735207967994596,0.36002147647649446
1160p,1160c,Block 2,Trial 2,0.2604179981902802,0.268865073763152,0.2820385075084754,0.25788525889470265,0.2587941275949587,,,,0.28577250751761085,0.3826725836394412
1160p,1160c,Block 2,Trial 3,0.28795261009533396,0.33601832860407904,0.3801960397067764,0.46255187101888146,0.5405330590163215,0.5447441410587375,0.37657068207782207,0.3476159888745111,0.2012885231570782,0.24546911205420247
1160p,1160c,Block 2,Trial 4,0.35821149748083037,0.33590944977789444,0.3871160020752307,,0.33620664238248776,0.33810509088988866,,0.43196792383870053,0.42402018015919657,0.4676724358644405
1160p,1160c,Block 3,Trial 1,0.35698917353432086,0.48705671458252825,0.4184472099907881,0.46940977853455196,0.2795884018484668,0.2871882175581936,0.4053248501558174,0.2814634329371171,0.415693945063335,0.2765873631093383
1160p,1160c,Block 3,Trial 2,0.31822922722561836,0.41606839322425143,0.3375318329554863,0.2690876056441,0.4682693702966447,0.34454055166137815,0.29186664812193636,,0.36443918700814293,0.2642538279616386
1160p,1160c,Block 3,Trial 3,0.42686369930914886,0.37508304991215,0.3109472374811932,0.2775110643526047,,0.46224467368745037,0.34800099765289677,0.3503077527334791,0.2683649568115827,0.3804279781953598
1160p,1160c,Block 3,Trial 4,0.29906012509105084,0.32862265960304965,0.33164443068607885,0.3849259820111616,0.4788307619093501,0.22683605840521323,0.2496709843372078,0.20041336610179097,0.34883291453867854,0.3664604029457028
1162p,1162c,Block 1,Trial 1,0.5461843420429182,,,0.23828457365477834,0.36808408644481777,0.5204589354746774,0.41504288356705815,0.38390847828839336,0.2956002840225365,0.1727160858445503
1162p,1162c,Block 1,Trial 2,0.3279315824861038,0.4132039647120369,0.40593429631390393,0.29752638250237456,0.2793547961225836,0.517612418931894,0.34719008570973675,0.4122814079483455,0.34177634097550785,0.2902073534897608
1162p,1162c,Block 1,Trial 3,0.3670949434112071,0.33998067930166687,,0.36037303545642185,0.28372481359565843,0.24631087304332638,0.35156363496976634,0.2921321290608622,0.4080042848566282,0.4705193429141958
1162p,1162c,Block 1,Trial 4,0.3254726375715118,0.38522959821956854,0.34847131908870305,0.4956462809872122,0.328746922569673,0.47095706788809066,0.3511458783893863,0.4436770672442656,0.3229779743566841,0.3453267701596265
1162p,1162c,Block 2,Trial 1,,0.3273058978154587,0.3415484885169748,0.2789203594021568,0.4078410605327024,0.32802486615006676,0.4073948706554403,0.33246619620092305,0.28716789104993895,0.3509917779423389
1162p,1162c,Block 2,Trial 2,0.36056927110051357,0.4050140779041143,0.3773452404489874,,0.22317997153733804,0.41062912914595323,0.44985091816779327,0.36268065440654573,0.4872163223772754,0.34068852045803816
1162p,1162c,Block 2,Trial 3,0.3074228948398493,,0.3958272823006667,,,,,0.37313364540882776,0.377119489794965,0.33676111830905486
1162p,1162c,Block 2,Trial 4,0.4246916119476309,0.33888140781274706,0.3907732888848314,0.3430731688846198,0.3290571939354294,,,0.27451508575266503,0.27165351442486313,0.43228097459884995
1162p,1162c,Block 3,Trial 1,0.2817307380356987,0.2226188477275337,0.3256707902479167,0.28488114905901407,0.46741228573180016,0.30882167602564137,0.3479893524505802,0.28162790329511783,0.47244698112173944,0.33102958643773195
1162p,1162c,Block 3,Trial 2,0.2026797240024524,0.2697988163817461,0.5457056304403359,0.40766010698341765,0.29771307845445577,0.27052607771856374,0.43495909599726384,0.3168058985568906,0.42642721682403945,0.5353045473944227
1162p,1162c,Block 3,Trial 3,0.48862342694837513,0.349507623588867,0.36396421658410016,0.3215622010087014,0.3514599893850523,0.38525695137951166,0.3824023578856138,0.3857270062189313,0.2759882457281188,0.3930899186532454
1162p,1162c,Block 3,Trial 4,0.25216652052246313,0.431247579342855,0.2654971805335511,0.21611592672858532,0.41728923385669014,0.3480432246818594,0.3447383924182349,0.309841280834209,0.3115490541544781,0.23732507619953816
1164p,1164c,Block 1,Trial 1,0.29790303655420797,0.2829445574166692,0.3078906341810582,0.16153360239608147,0.35776633341146047,0.31634008267820213,0.28651742212056014,0.38949319524179915,0.35344913598645744,0.49747348749262105
1164p,1164c,Block 1,Trial 2,0.21468651737560607,0.485739855659461,0.2926479771492084,0.26371321295161293,,,,0.33934872306988867,0.3981180987708446,0.28037455890472907
1164p,1164c,Block 1,Trial 3,0.24707173966627805,0.47241576872047025,0.4710968805707538,0.3110017849713719,0.24692177078777278,0.22198970810068852,0.2665397387931565,0.3140987789668792,0.3354708146095111,0.35825115967180565
1164p,1164c,Block 1,Trial 4,0.2033324391138829,0.3116920399514921,0.3058159609810535,0.26213918395927116,,0.32581530117179436,0.3015113965869976,0.2850656159700475,0.43944558400483696,0.4067828560785673
1164p,1164c,Block 2,Trial 1,0.3595824565582871,0.4015155047800762,0.4185875241103507,0.32837584425823924,0.385911802466684,0.45477304432733623,0.3761939637705844,0.31113222388330675,0.33834961305576927,0.4003142894234009
1164p,1164c,Block 2,Trial 2,0.4287732965564839,0.4002222309395116,0.2163155203037443,0.3908640741480267,0.28093437700910334,0.3180800564108657,0.3822486079041877,0.23461299238538916,0.43830114794485575,0.4042616089463793
1164p,1164c,Block 2,Trial 3,0.36679038596027447,0.4602066116165237,0.3931158619507122,,,0.27400444735043283,0.366629698529506,0.33912314690147466,0.35582401208528447,0.2763326939029417
1164p,1164c,Block 2,Trial 4,0.2713131877855608,0.4643495321706082,0.2416264635385655,0.39461915058995467,0.39133947329370355,0.25277736031738096,0.24936732741223988,0.3177310613165603,0.40920186226176064,0.3998080696386453
1164p,1164c,Block 3,Trial 1,0.4688599451041543,0.27759357812675284,0.46369715157009306,0.3460125673695181,0.2995102621371906,0.3752257744549827,0.35249288871180845,0.524795563245957,0.3440109868843586,0.2623461393717889
1164p,1164c,Block 3,Trial 2,0.21621696503219753,0.4277398814845277,0.25328660505996514,0.3274582520815079,0.2679038892772658,0.20683257699383986,0.3576920981625605,0.3491137786038326,0.3575586947791592,0.4355587362132314
1164p,1164c,Block 3,Trial 3,0.3175697404008351,0.341836701098856,0.2729810679349329,0.4732861582400138,0.27963358111479414,0.38303093012099115,0.3143000937517238,0.4677820095206188,0.3821132165599182,0.22837491247821073
1164p,1164c,Block 3,Trial 4,0.2857896981530925,0.3239446452528112,0.2544315114876178,0.2902820396054342,0.2994920888741501,0.269100094827944,0.3236793032188539,0.4145554370581188,0.29024882741535574,0.3536178479282064
1165p,1165c,Block 1,Trial 1,0.315106160858657,0.38759908707817814,0.40685166767118347,0.3231392820937887,0.4229058874298132,0.3551950570708561,0.22327710420057,0.30275165320984443,0.34846041579165965,0.23871765574864132
1165p,1165c,Block 1,Trial 2,0.5469367429756737,0.4751169027311281,0.23213430949017372,0.23567977145382757,0.33449173906584323,0.3319188507269572,0.37598491796835853,0.23143309389093425,0.40091981602268917,0.1632324626515082
1165p,1165c,Block 1,Trial 3,0.4630205013557892,0.23654209039350943,0.3493500298759703,0.36034609183769933,0.2873511861641097,0.3271862382540874,0.3208913619642665,0.38594741297657303,0.317188638807415,0.3526688908015111
1165p,1165c,Block 1,Trial 4,0.263371623436334,0.29704293147021615,0.15974050283711508,0.46109421546877366,0.3222150739582745,0.3705800275871075,0.30750641256480626,0.3565753414225018,0.38392358473416993,0.3397056072019608
1165p,1165c,Block 2,Trial 1,0.3519399804310567,0.4282698422456426,0.5139481698665377,0.2445897739487423,0.4012502710935985,0.34865658060625104,0.3718437269740561,0.3646557883570069,0.3679769465781061,0.44202443309508554
1165p,1165c,Block 2,Trial 2,0.5811008801535845,0.5417091492617756,0.39865628911511747,,0.2273995199456121,0.4617779387437372,0.36420654534981,0.47649357235725237,0.33719414789107693,0.21032533201643924
1165p,1165c,Block 2,Trial 3,0.4875333677365879,0.2613595858091504,0.373911344546313,0.5134159629477258,0.43409508609804187,0.27492307339860245,0.21579761450642415,0.3712275376361349,0.4492565719936089,0.3674091408205096
1165p,1165c,Block 2,Trial 4,0.40068055485492515,0.49863180224574305,0.3920334161923734,0.438507929993433,0.4336596179112075,0.4888106133242473,0.3467804535949221,0.3031014815302056,0.4057056906953946,0.3623403753388423
1165p,1165c,Block 3,Trial 1,0.36547171854190574,0.32987074095938734,0.38703893591515437,0.3661038917279282,0.3715212031881649,0.3272966123558474,0.2291354773316368,0.292138195587045,0.1884603517954042,0.2371524102541598
1165p,1165c,Block 3,Trial 2,,0.29024312256484697,0.31563753292526575,0.3026652914316896,0.24225743101436012,0.38069869309197907,0.3872354776451254,0.3066292987199027,0.2665851353379402,0.2731265275833772
1165p,1165c,Block 3,Trial 3,0.16205897748509,,0.3692120664176443,0.367792823983513,0.27308724905224924,0.3468864963551323,,0.38853570233226764,0.25685323700965773,0.1488356302748165
1165p,1165c,Block 3,Trial 4,0.3512605636199754,0.42589095673799365,0.329935069811811,0.2731764122762735,0.37535782947933155,0.3405384781324559,0.22631412352676114,0.3153091681530546,0.3636835300267456,0.3782846350830732
1167p,1167c,Block 1,Trial 1,0.40231546781512284,0.47980540826971,0.3880362161469545,0.30184973684205524,0.36186435762821356,0.28753423370404146,0.3923510521613668,0.2682586758939164,0.22307876888692607,0.347279712501364
1167p,1167c,Block 1,Trial 2,0.3046239443977862,0.2483047790577353,0.41916772887554243,,0.35699571699781174,,0.40022637809081274,0.42120109678948847,0.47335352509340084,0.2976953723336845
1167p,1167c,Block 1,Trial 3,0.44315823099104723,0.36826842947836297,0.2887603233861087,0.29452823246381393,0.2923540241232335,0.38318842610256265,0.2757420499297966,0.3509603141242754,0.20141349946414408,0.45757427423039576
1167p,1167c,Block 1,Trial 4,0.28847289206240784,0.3206753404445285,0.308686703159644,0.407245398967778,0.2922408710501019,0.3252971564038759,0.29100242314570024,0.2794753223828687,0.312331016896495,0.5229408954376973
