Parent,Child,Block,Trial,S1_D1 hbo,S2_D1 hbo,S2_D2 hbo,S3_D2 hbo,S4_D2 hbo,S5_D3 hbo,S6_D3 hbo,S7_D3 hbo,S7_D4 hbo,S8_D4 hbo
1138p,1138c,Block 3,Trial 1,0.4091617710761408,0.24773644243212636,0.37434519470980643,0.36897105075546777,0.28905938707783624,0.4419117768036381,0.2600100811096694,0.350034796266889,0.324447974386406,0.3364770985835126
1138p,1138c,Block 3,Trial 2,,0.2781734481885213,0.3362548204587161,0.2527914436846138,0.2351312776022305,0.2637754759624486,0.309332140724838,0.44543742935604447,0.2776450393117415,0.2704874147949269
1138p,1138c,Block 3,Trial 3,0.38024804101888865,0.437650910396463,0.22264000696464956,0.24573235804981303,0.3133187591657757,,0.3828943671147678,0.47206653602888066,0.37214833210281767,0.242984738032528
1138p,1138c,Block 3,Trial 4,0.44911799116209417,0.38344458946615895,0.2889489468727562,0.4008422866818095,,0.2768857151684491,0.4147730113486848,0.28866026709190834,0.1551723228879728,0.3359750040401882
1139p,1139c,Block 1,Trial 1,0.2197975038123034,0.31801113290830263,0.5495727083509502,0.21396845188869523,0.35371955016413476,0.3626715745712992,0.29968769303038967,0.31346960628493015,0.4015768736203832,0.3301068789174245
1139p,1139c,Block 1,Trial 2,0.35630523333907455,0.31843180881835503,0.4577130601288556,,0.2828532693076719,0.4445339678254641,0.47918897391710297,0.44332748000645983,0.3012118963056527,0.3979355513828418
1139p,1139c,Block 1,Trial 3,0.35297720644162167,0.2697472128496545,0.28485901571660244,,0.2355548337430227,0.2642414401320088,0.2703338821017525,0.3079411068218934,0.4303062241217322,0.26853158230756163
1139p,1139c,Block 1,Trial 4,0.39480340694370886,0.23896516427639267,0.44517219355230875,0.310473548546315,0.4358903142510625,0.3620806936212718,0.3607931030676522,0.5051530722971492,0.2486857027501099,0.22551903164462442
1139p,1139c,Block 2,Trial 1,0.26545003671953876,0.4550697884389808,0.383972322126479,,,,0.2971849724010941,0.4353354975374384,0.34653449565725475,0.28760186137554555
1139p,1139c,Block 2,Trial 2,0.25414132506052145,0.48172747460792664,0.4450508171594581,0.37752728581898937,0.3073258665236584,0.3275416087402927,0.3308948025743455,,0.3006388059781195,0.2604849784490371
1139p,1139c,Block 2,Trial 3,0.36371417976350573,0.3649846044874835,0.35809293477931314,0.21387113544597747,0.3592801756897,0.46135727029892815,0.39492070378251193,0.3641735843475087,0.30647752352209034,0.20329268208444667
1139p,1139c,Block 2,Trial 4,0.3013287573079177,0.425604126932836,0.37831904671831024,0.28258815860582187,0.537289589646129,0.3922581958763279,0.43343312717508997,0.4274043676225934,0.36575051081736837,0.38866472119559936
1139p,1139c,Block 3,Trial 1,0.22707710053041735,0.4402722118748902,0.2741083855087361,0.34938135548013916,0.39800137325555773,0.31147393631893666,0.28247203425187484,0.37552506031096555,0.27078918744379715,0.347853543242152
1139p,1139c,Block 3,Trial 2,0.2662449532163923,0.3967542219623022,0.35443084238106565,0.27641297035502205,0.25531065122373253,0.3703882818127791,0.4093927504998738,0.3755678711517781,0.26382260635996574,0.4041521384133
1139p,1139c,Block 3,Trial 3,0.4692160779805765,0.34880876444059045,0.3379728568674146,0.36577055608575376,0.5645036730527674,0.39123084048593065,0.22556601013819896,0.23072987009376375,0.3535646674799233,0.4442225272754421
1139p,1139c,Block 3,Trial 4,0.31263131967221913,0.45675416950930253,0.20220787360203132,0.3077689492054169,0.3369573141617199,0.3715546562779624,0.32210202787084613,0.4506908914525542,0.2953934760492987,0.39738811856787054
1141p,1141c,Block 1,Trial 1,0.32859723896827875,0.26509628058446677,0.4330507347403155,0.40924599050806565,0.27066964246054864,0.38271278692765764,0.22138232505956487,0.4115658050078838,0.40453899999849185,0.40173905098652146
1141p,1141c,Block 1,Trial 2,0.39493487820236556,0.43314645666934626,0.30053661639976836,,0.34029624722734536,0.32625111849999583,0.32463999731980464,0.3123542156569151,0.3275192191474396,0.41698049322864156
1141p,1141c,Block 1,Trial 3,0.33331954034088623,0.3274145372897047,0.2531694703148668,,0.30657015289990824,0.2979071618416397,,0.37970970100904183,0.3524659037305404,0.30469112415748345
1141p,1141c,Block 1,Trial 4,,,0.2830364076942418,,,0.32957977223004353,,0.2968095234952761,0.4010294541665154,0.2445076425661545
1141p,1141c,Block 2,Trial 1,,0.21515305359011785,0.25578349263237277,,0.3880636265395803,0.3727152494444923,0.28514396522599367,0.27302966777308907,0.24920863114222266,0.2662619548846145
1141p,1141c,Block 2,Trial 2,0.38433170039391434,0.35065977796737907,0.45220395879853276,,,0.31502778887869337,0.2890111688786285,0.34099299749454093,0.28422692856742376,0.3461272280775754
1141p,1141c,Block 2,Trial 3,0.3565829908126368,0.4194105214161797,0.37294416093579563,,0.4332912399436866,0.373425718193374,0.34363486541815624,0.3080097808227689,0.45439064969086196,0.4484873911801733
1141p,1141c,Block 2,Trial 4,0.36637748763401046,0.3800971456051859,0.3241051001148596,0.4188759839431331,0.28473386462567885,0.37648931496205423,0.43876500243306754,0.39139240554348903,0.28225224955999917,0.3737350421449529
1141p,1141c,Block 3,Trial 1,0.3734873156152737,0.2646760145181785,0.19622723116480761,0.4282189910252049,0.33985101069877893,0.3459748330084161,,0.2821859489350079,0.28487403689933843,0.17364443005260324
1141p,1141c,Block 3,Trial 2,0.3081867957503776,0.3455466691194332,0.386316483830678,0.20169814705323102,0.34778770494094596,0.4002036325635393,0.4028166358517466,0.3159812063145462,0.34329778076593587,0.327950770758909
1141p,1141c,Block 3,Trial 3,0.39466672457354285,0.3696083216901601,0.47013663960850394,0.3596098225543289,0.4048900257908725,0.2472892813180555,0.21138390347039956,0.4165330000395422,0.33556553264709277,0.23454607466238603
1141p,1141c,Block 3,Trial 4,0.41796561975706403,0.27951633636301865,0.3049210078692669,0.31877846858530834,0.35249561521067435,0.2721520350658853,0.29798720918638755,0.4214564013778329,0.38747730457564816,0.37154302991485555
1143p,1143c,Block 1,Trial 1,0.3795159611588027,0.4069694525441233,0.26081904337204703,0.30130942545986683,0.22621433496346496,0.28062796403874746,0.31472784168570866,0.21518769511971558,0.3975033433969406,0.4385628782399943
1143p,1143c,Block 1,Trial 2,0.4653065767863143,0.23795739922700332,0.3204890624179948,0.28582161969647685,0.39743926593111,0.28697106650302656,0.3662001086196545,0.3399789592604777,0.33092563886344556,0.3173042137711757
1143p,1143c,Block 1,Trial 3,0.3268393238716468,0.39683383829730756,0.39536905168973124,0.5356379401146952,0.4634073228741908,0.30183400310905895,0.31533725496409987,0.32307458870052097,0.48716065313804474,0.5440414409830588
1143p,1143c,Block 1,Trial 4,0.5259088687002089,0.15225979814732848,0.3238722656060201,0.42046390570366504,0.38340172921228993,,0.17462366405404298,,0.44388500068791553,0.34945148608917614
1143p,1143c,Block 2,Trial 1,0.37317259608364756,0.21448070752399334,0.2912762248372831,0.3208163189234231,0.2078788479393491,0.35400235683312153,0.3401698999283045,0.25101584148404177,0.38004605907117406,0.2859951443680677
1143p,1143c,Block 2,Trial 2,0.3154136514788707,0.269422360997573,0.2601563448192249,0.3257895042304688,0.21653826958736375,0.3869581893731058,0.36620269189789223,0.5326660301758714,0.23209521413261705,0.3325340235495118
1143p,1143c,Block 2,Trial 3,0.2963010391574576,0.32882742527258935,0.4537963468036693,0.3530246840912056,0.3789871965534971,0.3662197432256401,0.2956635826095713,0.45003574147577985,0.5183614374240635,
1143p,1143c,Block 2,Trial 4,0.24067914399233112,0.526985142618105,0.40772344430038937,0.3683970628347993,0.4044984862191041,0.30924889553458,0.34577198875608667,0.3649528555438875,0.49926625333298696,0.25433515279796315
1143p,1143c,Block 3,Trial 1,0.4247173076836291,0.3502893827415545,0.3165044298333111,0.19545388567327013,0.2782263370329216,0.23426430172347643,0.3217850857544492,0.22410573214987234,0.2264533761118879,0.27862836164173194
1143p,1143c,Block 3,Trial 2,0.2831075598477117,0.23898698172241292,0.3224362610480607,0.4833815573464896,0.3064052736382693,0.3120008362926386,0.5906195453550728,0.47850970773568535,0.272008714329043,0.2978769888935895
1143p,1143c,Block 3,Trial 3,0.31011459051937645,0.27930830262696926,0.26932453234883874,0.3946294017844943,0.21196151094020524,0.3056604226029019,0.393267681080603,0.22632450015825817,0.33888523505385865,0.2779099650339314
1143p,1143c,Block 3,Trial 4,0.2739216006384835,0.309907224060609,0.38403004087607856,0.3362516642495002,0.3295414212625624,0.46569890816181647,0.3737545996361779,,0.3966840495183089,0.141410158477052
1144p,1144c,Block 1,Trial 1,0.4194524076481138,0.3637385589451185,0.4373439213881196,0.33180611061400783,0.3355838968832363,0.40585680090112103,0.29571726362158174,0.35653166824425414,0.3327119970835415,0.4524138055454627
1144p,1144c,Block 1,Trial 2,0.3096526985709408,0.24097497632361647,0.4146875141765378,0.2754340180866647,0.36068405167644907,0.28371907603302615,0.3228967369139903,0.3090535434505337,0.2866742927753167,0.27099736456536355
1144p,1144c,Block 1,Trial 3,0.3510629215801049,0.3400298297687836,0.3613015154524004,0.3198992651518328,0.4110259758035615,0.2929556729932654,0.2820781275783932,0.25213960086282355,0.36993045867174856,0.48220455260254336
1144p,1144c,Block 1,Trial 4,0.46374349049931163,0.31564881593904454,0.34457558496997276,,0.28068182460397645,0.36321015252402145,0.34714871877304854,0.48623402310077773,0.26340063736108366,0.19578068909536392
1144p,1144c,Block 2,Trial 1,0.4255260564043915,0.5415509955197146,0.41674077798482717,0.38582544417610737,0.43987705045720893,0.369452458896918,0.44587763694353455,0.4634883158618883,0.29309550323559685,0.303803432918177
1144p,1144c,Block 2,Trial 2,0.27656684874014664,0.4821030207304317,0.3893956493498479,,,0.32936352722001244,,,0.40360194491323814,0.18222317916797223
1144p,1144c,Block 2,Trial 3,0.2953761826402452,0.27850376888320727,0.45328036877054334,0.21896635915010054,0.37349691984566175,0.4180715197625583,0.3990614780933463,0.4815362054388406,0.32812927234873707,0.27077556819288506
1144p,1144c,Block 2,Trial 4,0.523728363315796,0.3943469916784244,0.38853352469480945,0.27238661906872624,0.3833022775275367,0.34678821847985625,0.3532490419068826,0.4089453949623203,0.4388800342794829,
1144p,1144c,Block 3,Trial 1,0.4343528871424559,0.4539800325479903,0.2667589850084298,0.23451061442992277,0.4795286976209531,0.33311193036068226,0.4143767697928228,0.3355071177222614,0.22927614399734114,0.3401257338820692
1144p,1144c,Block 3,Trial 2,0.47128418667253086,0.2869728679040629,0.2817282649640636,0.4246687766958326,0.33420699846399204,0.393139088582864,0.277430814929348,0.5043408369460469,0.5429583536087708,0.4183870957671032
1144p,1144c,Block 3,Trial 3,0.2231975202097373,0.2838793675088713,0.36839217482798914,0.32066589721838695,0.39281704987926086,0.3993669048708192,0.31312555215318977,0.2665145430961123,0.4366439991378218,0.34881883208253084
1144p,1144c,Block 3,Trial 4,0.41261012126696506,0.36640049839838945,0.4086568267980341,0.2407285779099655,0.28776598257772046,0.2612960721904308,0.25728077077213096,0.3581091917788094,0.4321676582568611,
1145p,1145c,Block 1,Trial 1,0.32218567163131895,0.19086492502911834,0.29165723856872044,0.3054730592903923,0.29044979168944285,0.41248438012032285,0.3073672036163181,0.326843131392291,0.2872457915872352,0.2212738108395163
1145p,1145c,Block 1,Trial 2,0.30133520357649984,0.3337771751118573,0.49102663616411185,0.2597205550326915,0.2604862547339067,0.32261947891122283,0.21982260231422507,0.39781396088094095,0.2764766456742165,0.3960858843385639
1145p,1145c,Block 1,Trial 3,0.33184112356347867,0.5036633131430972,0.368266336219266,0.35798665912989186,,0.3676458089426186,0.5203573431983156,0.22399302314443206,,0.3128722982365187
1145p,1145c,Block 1,Trial 4,0.15190986173062498,,0.2771464412082566,0.31593746958855057,,0.42081753874189487,0.24338580397998905,0.1780415519460302,0.2795994853482655,0.3304809850228626
1145p,1145c,Block 2,Trial 1,0.24764353608699352,0.26885111335943296,0.4290076951556396,0.3227666999791212,0.23331043473373533,0.5721341609613135,0.44401039804837256,0.31096629311995355,0.3977063001997462,0.23835054064683323
1145p,1145c,Block 2,Trial 2,0.34743744439518226,0.43998763009066455,0.3770636717331255,0.3508404239888542,,,0.375703885689149,0.33627236120137627,0.6079430568925147,0.25842230781720976
1145p,1145c,Block 2,Trial 3,0.31925684561360956,0.3069660101464085,0.4226084695983909,0.48022217507032905,,0.4647344101713055,,0.26854326159908404,0.3717673293941164,
1145p,1145c,Block 2,Trial 4,0.37710215805281605,0.34355596382905834,,,,0.33692458230934924,0.3479700426110012,0.3733102619984779,0.3354586747658162,
1145p,1145c,Block 3,Trial 1,0.2482865194924271,0.4255930592017987,0.4266777918263198,0.35757568561660047,0.3043172818263167,0.335999654359393,0.3236835712179376,0.29094204019943604,0.2770451982366321,
1145p,1145c,Block 3,Trial 2,0.36299650803715655,0.28028521716478544,0.2554502556587094,0.26101293041114193,0.37242790605072584,0.3054774832138678,0.32075593518271317,0.45271131848976476,0.4445378897189323,
1145p,1145c,Block 3,Trial 3,0.392524611723643,0.4519641557344318,,,,0.2381087194861107,0.32429209982201845,0.4340922183821909,0.38320328008322757,
1145p,1145c,Block 3,Trial 4,0.2776308721920045,0.3115921433899478,0.4087526542209078,0.5269420661858736,,0.2805663220073598,0.42310289093187803,0.4073848655254441,0.33970506087138524,
1146p,1146c,Block 1,Trial 1,0.3289115555306193,0.23504250082403708,0.4860025979211812,0.4283675893602155,0.20080149241665743,0.33707471621453083,0.318579655726416,0.3133907342952687,0.46856142551195773,0.28028970804663017
1146p,1146c,Block 1,Trial 2,0.402794396036443,0.1942915988744538,0.28015264622033725,0.2733372790069196,0.2825623102061983,0.4041978458981814,0.34163558896310603,0.28095567986046893,0.3621138051806711,0.4358630373982915
1146p,1146c,Block 1,Trial 3,,0.2219892757217618,0.2794006306737789,,0.37033837782644663,0.45311724845182594,0.4220997449823059,0.34419022880676203,0.1996995103190386,0.3304591266284316
1146p,1146c,Block 1,Trial 4,0.45342142259712737,,,0.28242370688967755,,,,,0.294255855230677,0.40871221989258877
1146p,1146c,Block 2,Trial 1,0.40909102214392445,0.34827420923240887,0.48246753069372683,,0.26018897635102733,0.3028296479205537,0.3400196542429671,0.35053334512202566,0.44438191673884614,0.44099946988838273
1146p,1146c,Block 2,Trial 2,0.4048357123973253,0.3432742098472832,0.28753091125612645,0.4409219719771852,0.3934669244793986,0.4830353914602891,0.20671448449163787,0.32240231126314456,0.24003637678617795,0.32138628851771184
1146p,1146c,Block 2,Trial 3,0.3416712869896744,0.34326276585970733,0.25203369499660105,0.47159525308495637,0.2471114901000741,0.4281066830166152,0.398698401829525,0.3491775523048753,0.42482140849002525,0.3199123141232184
1146p,1146c,Block 2,Trial 4,,,,0.3643240430708988,0.3178978561817924,0.37786851505690416,0.32041107089253973,0.32204344458191453,,0.41251044303555534
1146p,1146c,Block 3,Trial 1,0.41051904183350163,0.22951171646512733,0.3593657889618721,0.3732241834637466,0.4423568719873344,0.3184865776239624,0.42461394811633185,,0.40609325773917143,
1146p,1146c,Block 3,Trial 2,0.2054144482092842,0.4443805269940579,,0.48936336753978316,0.47085843169426456,0.2519661964818093,0.36508501506579394,0.3385457105735481,0.294275555315982,0.39593359495488734
1146p,1146c,Block 3,Trial 3,0.41419030785249783,0.4229024844089027,0.4283021084367088,0.39399229147622294,0.37327947263775274,0.49403197423290196,0.47646303894221725,0.3072856815923891,0.2268107929671181,0.3687142637652589
1146p,1146c,Block 3,Trial 4,0.3477758686300841,0.41378169766102507,,0.38647128454176266,0.4505127760241319,,0.5870327669961102,,,
1147p,1147c,Block 1,Trial 1,0.2564171692772848,0.3002249050914611,0.5372882776599665,0.3307840647072501,0.24987225873420368,0.3892214856209099,0.39430280664967604,0.31516371077760286,0.44482457789106417,0.290783042653394
1147p,1147c,Block 1,Trial 2,0.27313377621002854,0.3292574781545137,0.3915193434842014,,0.36445312456898143,0.2526214473814615,0.3756623545118034,0.42850080144220504,0.38588607846882444,0.26317626126098814
1147p,1147c,Block 1,Trial 3,0.4395644723262461,,,,0.3657144041676249,,,0.2434178020094159,,
1147p,1147c,Block 1,Trial 4,0.2046337845147603,0.25984754264400844,,,0.3376674857571748,0.38620406855320283,0.39443670511090956,0.3402343138708312,0.27666071017602867,0.4018537051233509
1147p,1147c,Block 2,Trial 1,0.3266118347130547,0.4504130289532062,,,0.3902554175474383,,,0.4608112013874788,0.5139760360065225,
1147p,1147c,Block 2,Trial 2,0.3944645944418536,0.3934592172598931,0.5161273627555201,0.5267502158511088,0.318052691695437,0.43546467476611,0.2659035823552769,0.2942350059622415,0.37621761181719354,0.37323837823808265
1147p,1147c,Block 2,Trial 3,0.40193994424333146,0.3152108551131973,,,0.33262203324350903,0.29353413307096454,,,,0.2382597364472544
1147p,1147c,Block 2,Trial 4,0.3797295933313418,0.38825169270897186,0.3679910852649649,0.42945219995267603,,,,0.48233272538763317,0.4865041382909921,0.29670975599083804
1147p,1147c,Block 3,Trial 1,,0.31589387696620547,,0.2419032842754232,0.46478198176131413,0.41279852419896373,,0.22600087248603626,,
1147p,1147c,Block 3,Trial 2,0.2937665942966707,0.30106142662934876,0.2884394858976257,0.34801337835174706,,,,,0.2942831904104103,0.3754372765209053
1147p,1147c,Block 3,Trial 3,0.18099980811189736,0.41459407464733206,0.3372850586832271,0.3037902495021537,0.39598844700336094,,,0.4603535604253852,0.2591332340719625,0.2970141675237425
1147p,1147c,Block 3,Trial 4,0.49133166225653346,0.2879342868134852,0.3647577624127622,0.32305787399861224,0.30495316699502834,0.40901708400362996,,0.3181197615636181,0.3746515454152801,0.34973138274364507
1148p,1148c,Block 1,Trial 1,0.1879372318098564,0.3292583665784858,0.3997457271389043,0.3694925695689936,0.45953050902931325,0.40808775744801273,0.39663532116171046,0.25168997755567435,0.4152043491484854,0.3247427475233314
1148p,1148c,Block 1,Trial 2,0.19383822294224692,0.303274005185749,0.3350939482796462,0.3045416586474436,0.3492808020145568,0.4009102068054093,0.3895053317851186,0.38481822467102195,0.2462013535649141,0.30609858114660654
1148p,1148c,Block 1,Trial 3,0.34575178797002926,0.4516034832811152,0.43893344296291753,0.33197834804372395,0.37307024229692753,0.49141895293650867,0.36418322212259485,0.2148619642758915,,0.5614641235005751
1148p,1148c,Block 1,Trial 4,0.4069929420084077,0.2505324990259849,0.46688937669572106,0.2847169321690671,0.26929005267422734,0.32962602253708867,0.25931627649848527,0.39550986959261064,0.21870837061890003,0.3838755799069986
1148p,1148c,Block 2,Trial 1,0.46379847836130256,0.29469846626076446,0.2569409956260911,0.4282794179978688,0.47178272516849945,0.3279746694152825,0.42677481928589345,0.31558341570380727,,0.4861991613298682
1148p,1148c,Block 2,Trial 2,0.38185728714454714,0.2998230603006202,0.30298709548918373,0.34946712159712306,0.32826593677028953,0.4368881883164023,0.2546270488036837,0.34648135450953826,0.3108216541109839,0.5410503129079274
1148p,1148c,Block 2,Trial 3,0.1805251380969285,0.33849076741507095,0.3037616618093313,0.3312759639832978,0.3193336115007745,0.3691742895279241,0.3255390233998863,0.3879277042397356,0.39919606634902116,0.28195485941708975
1148p,1148c,Block 2,Trial 4,0.32675544532817563,0.30740152219837164,0.5173697836789961,0.43751598111716095,0.45578798306650786,0.28131701008565557,0.3920974523508844,0.36099553002676954,0.35959830482406846,0.29702248336838927
1148p,1148c,Block 3,Trial 1,0.3311893671503982,0.213752341275639,0.25577031970959757,0.3566011844466046,0.35517366281769214,0.4292218656839535,0.36327496466140036,0.3619972137828357,0.26711791217221886,0.21994060347222907
1148p,1148c,Block 3,Trial 2,0.26410746605904706,0.25003243534087377,0.25934996024411633,0.4742579830383459,0.2542179432637251,0.17401891204896183,0.3550530575564112,0.36045364344369474,0.2997995798021223,0.2739937321504157
1148p,1148c,Block 3,Trial 3,0.29766716597571136,0.4322585708376818,0.2610652958133305,0.25348598456254157,0.3103484428908833,0.5836352190042509,0.3838246510674394,0.35483070567544295,0.3451329914091648,0.33197874522342047
1148p,1148c,Block 3,Trial 4,0.1977662524845994,0.26963292934573785,0.17968198200089308,0.3450966596933871,0.39847123063161016,0.43389409731270273,0.3081221190330103,0.20318468179491458,0.3537078037142001,0.3250229157823069
1149p,1149c,Block 1,Trial 1,0.3091502491672881,0.3112782626322595,0.39695960867001107,,,,0.3605815283994803,0.45711043839580734,0.32150350466167044,0.26698701043629275
1149p,1149c,Block 1,Trial 2,0.2803562887331418,0.2526269955406059,,,0.36696570525065253,,0.32997905277818956,0.17460053212550408,0.314339186227166,
1149p,1149c,Block 1,Trial 3,0.33783583853616417,0.44528581895320973,0.4754545692808216,0.3734902410397614,0.3158111884735694,0.3304317845897122,0.38283694093534176,0.36047666758921537,,0.44286245484425935
1149p,1149c,Block 1,Trial 4,0.34852468296641087,0.24824400198504154,0.24984670735653908,,0.23860102410985606,0.3240950008843377,0.301265162746853,0.21958660697504734,0.2659180660157906,
1149p,1149c,Block 2,Trial 1,0.34074196726430706,0.28222169090139493,0.39717384763844377,,,0.47728292679678197,,0.38928300773478136,,
1149p,1149c,Block 2,Trial 2,0.31331712426287767,0.22360180806630106,,,0.2568919230146269,0.29983270738282297,,,,
1149p,1149c,Block 2,Trial 3,0.40866590918673906,0.30011312432710385,,0.3120330573043628,0.2776711361549104,,0.39259504859769545,0.41590545677232194,0.3989106962749529,
1149p,1149c,Block 2,Trial 4,0.26318411990086454,,0.34269277605132215,0.4384127147173922,0.40602408651303623,,,0.24542123078997297,0.3986994243546119,
1149p,1149c,Block 3,Trial 1,0.3513533566546715,0.35620435271444156,,0.2942444173679316,0.375970847329857,0.3645229310110047,0.3438170884974731,,,
1149p,1149c,Block 3,Trial 2,0.1795412295482848,0.3232433495095056,0.2650499926478656,,,0.24051313891146,0.3702876513102558,,0.30840002866723626,0.19501498634764824
1149p,1149c,Block 3,Trial 3,0.358072895842268,0.23649347002500098,0.2526758029829013,0.2931848329976259,0.5100168602531818,,,0.2539596959238589,0.2871722509304858,0.26548215765112504
1149p,1149c,Block 3,Trial 4,0.247895808988661,0.35923181489230216,0.285189157833719,,0.5249305570105589,0.5302343197385467,,0.37583386216356673,0.42707665352226043,
1151p,1151c,Block 1,Trial 1,0.19835193349062744,0.4327535166480786,0.35987002758253794,0.25913071644538604,0.22567936092363775,0.2773622399110902,0.26492481862407935,0.2615271492910242,0.27142106195001225,0.22604307613696512
1151p,1151c,Block 1,Trial 2,0.34351415922232026,0.33525084475398353,0.260869218248756,0.2850938719242458,0.27164379762898594,0.30214477768229514,0.37161545022365394,0.39679723778679865,0.3804805042783524,
1151p,1151c,Block 1,Trial 3,0.2859125429316264,0.29050026509823446,0.42670678372893317,0.24951227900533057,0.3309597383187026,,0.29026747974796585,,,0.35196723625295007
1151p,1151c,Block 1,Trial 4,0.3877371038743334,0.41258835007331107,0.23567180745452782,0.31941791047877455,0.41774872725291984,,0.3633354926656884,0.3410507906481046,0.3409214059087441,0.5156310494502622
1151p,1151c,Block 2,Trial 1,0.32049577035492305,0.4965152308797122,0.28424757048184945,0.2935292742044319,0.31904712896192355,0.28685928720229015,0.4948206560200152,0.42802894523359253,0.30874973895812946,0.2507626754669366
1151p,1151c,Block 2,Trial 2,0.4496858250777259,0.4483606127726068,0.49095703366436677,0.46029823316897955,0.34184458197409273,0.42740365808055986,,,0.5146601874761648,0.44614588642178504
1151p,1151c,Block 2,Trial 3,0.37020038065444627,0.4688274521772291,0.5713107019354735,0.5009306471764197,0.4361922762872417,0.3117791726747503,0.37737535599342836,,0.5217854765567438,0.41882348252725005
1151p,1151c,Block 2,Trial 4,0.40761222897304084,0.3719524080375747,0.4572294662967715,0.33631222202604316,0.3817844353249463,0.40942569357644487,0.2493859645382985,0.4114551590460751,0.3024411834867998,0.4880148874009501
1151p,1151c,Block 3,Trial 1,0.27260143386271646,0.22958014544899846,0.28628395399458,,0.26913776731829714,0.2748450439523297,0.299058661975348,0.25565443277483363,0.2908651483099308,0.3034364499195772
1151p,1151c,Block 3,Trial 2,0.31344326859637,0.36687091322131654,0.2955607168296047,0.22359024233740737,0.2907172239600107,0.3534069228585075,0.3499607764104089,,0.32962531642220255,0.28198827896957346
1151p,1151c,Block 3,Trial 3,0.428828837461861,0.4024317513194229,0.32713999632914087,0.3935625555917312,0.43248024978830557,0.27930221375032255,0.2713888552063986,0.20814765420803913,0.2568072415069598,0.23661017555190228
1151p,1151c,Block 3,Trial 4,0.2993831807535313,0.4005007472438962,,0.2692873506556078,0.25498887547965426,0.4242487431169535,0.30160326379740376,,0.3907069563310186,0.3587431384570736
1154p,1154c,Block 1,Trial 1,0.3921762585747863,0.2904632157851439,0.26724939335570647,0.26851412580994566,0.3179644700056994,0.34749669987526166,0.3594462461268019,0.4162828939926127,0.24726014671041865,0.2813624560324933
1154p,1154c,Block 1,Trial 2,0.2512367241557844,0.2753371022050666,0.31791270992354675,0.39916011830049775,0.3106436873155041,0.285114528940993,0.1545584633163758,0.34970315454122053,0.40487074152410013,0.32257453619354204
1154p,1154c,Block 1,Trial 3,0.2810640221533139,0.35426717874758945,0.3582200984083082,0.4157089218071902,0.3163504481284739,0.3385161732562462,0.3160199491588635,0.4160758365742175,0.45488575973586887,0.3155648863347773
1154p,1154c,Block 1,Trial 4,0.4622055472998739,0.299911989421102,0.3926606495030441,0.25984487846532955,0.23936313362728331,0.28901524953515006,0.4423670180300298,0.31521197208404733,0.2582643161211825,0.5016114855275353
1154p,1154c,Block 2,Trial 1,0.3631877804206638,0.3872637582596231,0.2804605791477009,0.3904965401729778,0.35363924232528676,0.38332538182506076,0.46717134186588993,0.37691256349106683,0.3345433806386285,0.34612416375524035
1154p,1154c,Block 2,Trial 2,0.17489284124773902,0.37378486920452964,0.312577798891309,0.4317103709102598,0.4556693109270327,0.2627124224817183,0.37344736298775566,0.32984009722857066,0.35081445077567214,0.30470565684360124
1154p,1154c,Block 2,Trial 3,0.5639354747920418,0.38648215633464295,0.41537800257172314,0.2881470890494142,0.20542279631218646,0.31242359342023557,0.4062022371650105,0.30968234582312293,0.38931424540337395,0.31528999705184585
1154p,1154c,Block 2,Trial 4,0.5910311891245816,0.4477001074176214,0.2921328195772936,0.20645474136003028,0.45510325095209436,0.2603396969980903,0.3854741589996067,0.29077320299372095,0.3213880493707935,0.3167436069118886
1154p,1154c,Block 3,Trial 1,0.3988819940627927,0.34855092584470965,0.30468925941481406,0.37676021406529053,0.4588214533481982,0.2706133270552103,0.4031831045516295,0.21609131074910662,0.3460338949655498,0.4363284778165868
1154p,1154c,Block 3,Trial 2,0.3269444467418434,0.41850192924606794,0.26264517881678007,0.36488890828174125,0.4342067440357139,0.2972397337140335,0.41981439272798043,0.32457164383820825,0.2785824794819296,0.36344319113905044
1154p,1154c,Block 3,Trial 3,0.25209270583241045,0.29859066684182667,0.3794409913467923,0.3137350166744515,0.34198045495259877,0.36908467156823394,0.25688942903400247,0.20975684229531874,0.300261566194377,0.16843550330336396
1154p,1154c,Block 3,Trial 4,0.40834802855882857,0.35808580395410533,0.25997502600995737,0.2514472166983314,0.382385197468088,0.37946577648063334,0.30543429217735474,0.3221440890468193,0.29755435044341655,0.22406832736901827
1155p,1155c,Block 1,Trial 1,0.3274756437286365,0.4225892586801581,0.2164958337615266,0.2691423684013738,0.43839485252388877,0.5681497674496219,0.5175631865035559,,0.4695504033063823,
1155p,1155c,Block 1,Trial 2,0.3297581142679108,0.4384035290130694,0.41630924848945317,0.3868092044859134,0.3221090837486977,0.41701515231214625,0.4189820666629737,0.3568603201750742,0.29117176266327904,0.4026407546705755
1155p,1155c,Block 1,Trial 3,0.3146685943845165,0.31851410448384976,0.28578967447373455,0.2772278281187641,,0.3985862919274095,0.20422699551024856,0.3214456647664731,,
1155p,1155c,Block 1,Trial 4,0.44650390294486003,0.48634486688776596,0.30450563882870735,0.29441178054282685,,,0.31597025153586594,0.25912767138967546,0.3422647338935217,0.3051601225513852
