Parent,Child,Ts,Block,Trial,Band,S1_D1 hbo,S2_D1 hbo,S2_D2 hbo,S3_D2 hbo,S4_D2 hbo,S5_D3 hbo,S6_D3 hbo,S7_D3 hbo,S7_D4 hbo,S8_D4 hbo
1204p,1204c,r56,Block 3,Trial 1,cardiac,0.2055090373453136,0.23004805509432208,0.20610158263991202,,0.22718626988694632,,,0.2297608341690223,0.22711687400463623,0.20959929514454229
1204p,1204c,r56,Block 3,Trial 1,myogenic,0.21095022132599675,0.20249007539368907,0.4083351012543326,,0.30276537264968045,,,0.2223942393934124,0.22682962929191514,0.21537596934134035
1204p,1204c,r56,Block 3,Trial 1,neurogenic,0.3745725333072903,0.3015032518123451,0.15163704619710186,,0.2130667108881553,,,0.24472541123449734,0.41729332158825905,0.369115277565696
1204p,1204c,r56,Block 3,Trial 1,old,0.23447884739568553,0.23599687164062041,0.3474730665882656,,0.2830891032174476,,,0.20118670078500825,0.2593231255171356,0.240584379923226
1204p,1204c,r56,Block 3,Trial 1,respiratory,0.18303443281979145,0.23498280879140937,0.1994104111086547,,0.21149460598117073,,,0.214298889458324,0.21722060522933503,0.22348031869281265
1204p,1204c,r56,Block 3,Trial 1,slow_task_related,0.2536661120002227,0.19915670380568767,0.34507629607025603,,0.26279688119055294,,,0.23769506930114098,0.26469631365483665,0.2516809493663155
1204p,1204c,r56,Block 3,Trial 1,task_related,0.2146981113858529,0.16617052902285231,0.4074215439604083,,0.27882485791790046,,,0.23542919817687305,0.21551447339675428,0.21383200036964162
1204p,1204c,r56,Block 3,Trial 2,all,0.28303692190218227,0.28147657465161785,0.31111140797662534,0.30954642755731426,,0.26286755161726977,0.2925213158533287,0.32460833626519464,0.34623864291506257,0.2866681385874882
1204p,1204c,r56,Block 3,Trial 2,cardiac,0.2456247528176091,0.24010495050108482,0.2453115201635042,0.26670065835776535,,0.14021401375087758,0.21166588544078824,0.235287017456843,0.2689516675932735,0.23573241187169658
1204p,1204c,r56,Block 3,Trial 2,myogenic,0.2622970985738711,0.22363519253380237,0.26835985575530763,0.26012516049065854,,0.34693746516516966,0.20085625184046021,0.39668746566610463,0.522755193096703,0.2256849873952247
1204p,1204c,r56,Block 3,Trial 2,neurogenic,0.14220673545942744,0.37522080309444744,0.24143819955081428,0.11172037498499698,,0.42033672946282225,0.47801921644501194,0.27419926741649653,0.21925597242487027,0.24349613916078228
1204p,1204c,r56,Block 3,Trial 2,old,0.256204437545997,0.24437907132994566,0.28290843610909655,0.2572239296453882,,0.3518426724042099,0.291473943164084,0.3366208248200454,0.4097695092891091,0.2256434393997234
1204p,1204c,r56,Block 3,Trial 2,respiratory,0.23185043567720312,0.17646248304923698,0.28022037470896427,0.2626319463610462,,0.1893024694198269,0.3046072083499983,0.2620781887651448,0.2030152650714609,0.2403611383151506
1204p,1204c,r56,Block 3,Trial 2,slow_task_related,0.21605657613663146,0.27238873896509436,0.2614591808069765,0.24195825635579638,,0.3808775546832073,0.2578581414131316,0.4125812024913593,0.5112973634632682,0.23225174016646377
1204p,1204c,r56,Block 3,Trial 2,task_related,0.23985829490202001,0.23924608289397875,0.2679119200532154,0.2839337758228908,,0.3681599080071107,0.18690047998906353,0.4571815411062922,0.605421968115184,0.22862768329519148
1204p,1204c,r56,Block 3,Trial 3,all,0.2807869869845961,0.3170492264236923,0.28262748151038575,0.28628787336536654,0.2737545135531674,,,0.29098375494655176,0.3056159166092225,0.28823219028447605
1204p,1204c,r56,Block 3,Trial 3,cardiac,0.2270893076390882,0.27855301871469146,0.22107438190787243,0.27044168719276174,0.249070357451483,,,0.2474959842218161,0.27706479627075514,0.2260647374325931
1204p,1204c,r56,Block 3,Trial 3,myogenic,0.2137250135647952,0.2069963651864757,0.22348843244558636,0.23520994403201217,0.20927941235320627,,,0.22928053283922378,0.21406619845466837,0.21079504261495946
1204p,1204c,r56,Block 3,Trial 3,neurogenic,0.11689745701242611,0.34459794386481035,0.15045961962095344,0.07085022145989617,0.03341112715928016,,,0.3005819579490945,0.12174190186265918,0.21619784995212576
1204p,1204c,r56,Block 3,Trial 3,old,0.1945583602741339,0.2424252123067606,0.2298998846600835,0.20777394403322044,0.19783262521291373,,,0.24075954526454763,0.23907550906908856,0.23002805783003383
1204p,1204c,r56,Block 3,Trial 3,respiratory,0.2740439265837076,0.2734178561819075,0.24129481371517972,0.19954452735305328,0.2071258491228313,,,0.21090544461133423,0.26054499640331574,0.26876539989388015
1204p,1204c,r56,Block 3,Trial 3,slow_task_related,0.2033720795443017,0.22794995512465147,0.18966432120202692,0.18580075060676443,0.16562014856768195,,,0.23576411685443538,0.1560598914570898,0.20305960714087062
1204p,1204c,r56,Block 3,Trial 3,task_related,0.23124275099020736,0.1903544424318462,0.20229995145873153,0.22284917402375506,0.20823096420321743,,,0.2148734011728924,0.16712054005740973,0.19882516658423163
1204p,1204c,r56,Block 3,Trial 4,all,0.26497341945581354,0.2913088530236299,0.2737208907272,,,0.26198110425752014,,0.2733650313089974,,0.27632062389246037
1204p,1204c,r56,Block 3,Trial 4,cardiac,0.22305906447515333,0.2474848487344945,0.25240861023305383,,,0.18992759288883826,,0.22674502448012457,,0.2300921667886251
1204p,1204c,r56,Block 3,Trial 4,myogenic,0.23266221016069247,0.22877291661700255,0.21463429979853382,,,0.2712081891193228,,0.21607413906757128,,0.23808721236936287
1204p,1204c,r56,Block 3,Trial 4,neurogenic,0.2317871157607587,0.5557792397829976,0.13082351055977887,,,0.14820328898520665,,0.0508901126567729,,0.15185913844978258
1204p,1204c,r56,Block 3,Trial 4,old,0.21532226482701086,0.26727609194534546,0.21101831829477535,,,0.24776935107917858,,0.22275416824130267,,0.2357412265784768
1204p,1204c,r56,Block 3,Trial 4,respiratory,0.21726361545410047,0.21411440375718677,0.22940947432447764,,,0.21729879298356278,,0.27379497003287745,,0.26742563584477197
1204p,1204c,r56,Block 3,Trial 4,slow_task_related,0.2559966153407587,0.3151684377629878,0.1705091996213607,,,0.22352735372375912,,0.15435770944311542,,0.2176485063764298
1204p,1204c,r56,Block 3,Trial 4,task_related,0.2637993092283817,0.23761985283607892,0.183299851590174,,,0.24780421320960985,,0.18770519695908147,,0.23885234403922503
1205p,1205c,r56,Block 1,Trial 1,all,0.24267752517109933,0.26866580423532965,0.23560675284726426,,0.21483506834513577,,,0.2124524210096621,,0.19941736764613474
1205p,1205c,r56,Block 1,Trial 1,cardiac,0.21023861694674478,0.21235758443610891,0.20092150415214458,,0.16828230333536695,,,0.19075799033850435,,0.18635062726187512
1205p,1205c,r56,Block 1,Trial 1,myogenic,0.3207254989068005,0.31523166748911496,0.22139353699533376,,0.2793788713977527,,,0.2713679106891797,,0.20740114134621546
1205p,1205c,r56,Block 1,Trial 1,neurogenic,0.17750127893159307,0.7826336588648957,0.1453954568244693,,0.4377019539572727,,,0.10132785412093402,,0.2635047073599326
1205p,1205c,r56,Block 1,Trial 1,old,0.27350545623965006,0.3619243692146672,0.22872435815638603,,0.28890919667912496,,,0.2338489366619041,,0.23474518226031352
1205p,1205c,r56,Block 1,Trial 1,respiratory,0.2478470683326429,0.20637739831260454,0.29382329797897694,,0.19156282755128065,,,0.2587713463227409,,0.22008533098617328
1205p,1205c,r56,Block 1,Trial 1,slow_task_related,0.28943026149088374,0.4512723711713323,0.19791620122012663,,0.32080524033965646,,,0.2248044026328536,,0.1893799752311271
1205p,1205c,r56,Block 1,Trial 1,task_related,0.3255048439157402,0.34447500902274014,0.21484357677017524,,0.2831295639047373,,,0.264600752291178,,0.16548965926685458
1205p,1205c,r56,Block 1,Trial 2,all,0.22682436177312965,0.23436591831429676,,,0.20372485345239172,0.1954311957326723,0.22373300796976273,,0.20490288541616622,0.22285396591463788
1205p,1205c,r56,Block 1,Trial 2,cardiac,0.22201825332173816,0.20100872643233783,,,0.2189313083618954,0.16101263144133557,0.17688779069356717,,0.19005878653200461,0.1841907620916758
1205p,1205c,r56,Block 1,Trial 2,myogenic,0.19413199089519298,0.2776984897195915,,,0.16070409507473485,0.2613581294725769,0.26528051283308457,,0.14274413858235147,0.3091144121847556
1205p,1205c,r56,Block 1,Trial 2,neurogenic,0.1437823687966926,0.268639668439559,,,0.39101998450387043,0.2534073552854887,0.16741370506556233,,0.10948514428606328,0.40209868564648865
1205p,1205c,r56,Block 1,Trial 2,old,0.20259650953435268,0.2576651160895928,,,0.2107186712277758,0.25488842825767727,0.2464732697060349,,0.14970103608567886,0.3002559330380344
1205p,1205c,r56,Block 1,Trial 2,respiratory,0.26787767741671853,0.1993407480391078,,,0.1770594195760756,0.21257352720836994,0.30830181332702206,,0.2880643918362982,0.21196580211461508
1205p,1205c,r56,Block 1,Trial 2,slow_task_related,0.15972954102852627,0.29762760811287703,,,0.2182932612268806,0.24106556875727247,0.240059516275045,,0.13649758682050528,0.342678379900388
1205p,1205c,r56,Block 1,Trial 2,task_related,0.16486929630876326,0.3069703877501165,,,0.16262363685117034,0.23708782514518992,0.26347317772692885,,0.14520366600057144,0.32352728365762184
1205p,1205c,r56,Block 1,Trial 3,all,0.23283972182724214,0.20436267482882378,0.2506732572416474,,0.2781549020009591,0.1748589376403876,,0.24941395439837472,0.2307429924543427,0.24108433721470438
1205p,1205c,r56,Block 1,Trial 3,cardiac,0.1946602114306323,0.18270477598008325,0.18528187327627488,,0.2206000573728868,0.14395782325478038,,0.1719652084367333,0.18880300635476654,0.1452180086050322
1205p,1205c,r56,Block 1,Trial 3,myogenic,0.24861029077428415,0.15466176689849948,0.3589326559502228,,0.4037394229109836,0.19244648901304762,,0.32962073904614225,0.26971637527021064,0.46160198632109184
1205p,1205c,r56,Block 1,Trial 3,neurogenic,0.36095482066944684,0.32909739889601325,0.20629085108944956,,0.2367287482834717,0.0809951622173258,,0.17411459601007734,0.19285903705953839,0.42364095537295554
1205p,1205c,r56,Block 1,Trial 3,old,0.2709952409637253,0.20218915572977608,0.3265808134377612,,0.37546743837613217,0.18320934919162188,,0.3033189100391729,0.262733981034706,0.41585614221492256
1205p,1205c,r56,Block 1,Trial 3,respiratory,0.23919818624825995,0.2001331027605427,0.2557563082864521,,0.28842355774781864,0.20093904907929594,,0.3245125493530316,0.26571250936512086,0.1823280558999281
1205p,1205c,r56,Block 1,Trial 3,slow_task_related,0.267115194004858,0.19466205675008796,0.3180489264291267,,0.3860109296188519,0.17597681399393889,,0.3130482581134634,0.23913123530535088,0.44106024993643106
1205p,1205c,r56,Block 1,Trial 3,task_related,0.23687079019250087,0.15133370049983802,0.35406842565354674,,0.43412440507453076,0.20658929118722885,,0.3578264177155202,0.2540447116135414,0.4466744685520616
1205p,1205c,r56,Block 1,Trial 4,all,0.20515053138939837,0.2204350052149143,0.21778749590168817,,0.19140020760974039,0.23283613438012773,0.2383001061040795,,0.18429209679027536,0.17974093320599271
1205p,1205c,r56,Block 1,Trial 4,cardiac,0.18165285482017823,0.16610281174495176,0.20159080434979604,,0.192159039327864,0.14743969096902687,0.1486439803979961,,0.18303751804081098,0.1655435724815438
1205p,1205c,r56,Block 1,Trial 4,myogenic,0.151856033581803,0.18994926370227758,0.2163133319852228,,0.19852200796586386,0.4499375787250896,0.34825104313323246,,0.14647808550709746,0.22053484510362048
1205p,1205c,r56,Block 1,Trial 4,neurogenic,0.42080401579539123,0.4500705267485382,0.16380179679792173,,0.37742024197762414,0.4550141763893152,0.7548397433439423,,0.09519212061043347,0.10429612878260548
1205p,1205c,r56,Block 1,Trial 4,old,0.21837370062242914,0.240149455868827,0.21916243667232374,,0.2103796174794625,0.4066703870528957,0.3999127049257547,,0.1307992308269346,0.17479134484006448
1205p,1205c,r56,Block 1,Trial 4,respiratory,0.21344336101733902,0.24880432096699717,0.20544673724690246,,0.1623682502618081,0.1907172325837771,0.22324705402183795,,0.2269758194877661,0.18224371397811068
1205p,1205c,r56,Block 1,Trial 4,slow_task_related,0.21189500386362609,0.2574909998257025,0.20459175938077986,,0.23178128034613735,0.4898256972399906,0.49627647296916216,,0.15039935563772247,0.22181134197994776
1205p,1205c,r56,Block 1,Trial 4,task_related,0.14456386944331925,0.1954228396542506,0.21773831743622055,,0.18484201041341447,0.5010454103969209,0.4129418281265319,,0.16819258403042572,0.2596863601184935
1205p,1205c,r56,Block 2,Trial 1,all,0.28808589785677946,0.1959319582734098,0.268081602464359,,0.22962809934597736,0.19930651142298395,0.19053647229916443,0.244359833670507,0.19505511539857495,0.20733821016789908
1205p,1205c,r56,Block 2,Trial 1,cardiac,0.2208788823005829,0.1750907272350052,0.22677733078249326,,0.1780324116849936,0.16848202370827214,0.18033809318312338,0.18834812364261633,0.15017288136814913,0.177787833535912
1205p,1205c,r56,Block 2,Trial 1,myogenic,0.3211883835367814,0.13937872589711903,0.3878026517210078,,0.28586497931147986,0.16794749717159496,0.19034038656194185,0.25337601623927936,0.20012932528541827,0.1901797559702891
1205p,1205c,r56,Block 2,Trial 1,neurogenic,0.5906007742883447,0.07384076207133786,0.26047115579876706,,0.18115758080118052,0.24755282835004783,0.03545699068957101,0.8428295913413162,0.23853694281087248,0.23068945885833234
1205p,1205c,r56,Block 2,Trial 1,old,0.3516705364679762,0.12899779322608593,0.3144354809711865,,0.25953242893912015,0.1931800013922306,0.16216162771536982,0.3460629672390716,0.21068845752852997,0.19154999643172688
1205p,1205c,r56,Block 2,Trial 1,respiratory,0.278074719815899,0.20606328143135327,0.2123790534321017,,0.2312704814351524,0.20654131969493475,0.17440053927891563,0.1779699977048741,0.19571726780468934,0.22372241946533367
1205p,1205c,r56,Block 2,Trial 1,slow_task_related,0.40809067557771395,0.1251125151374948,0.38179024750266827,,0.2819810980896088,0.17196243314435178,0.1507081163042303,0.4055174427675398,0.18197062839435466,0.2015254820048662
1205p,1205c,r56,Block 2,Trial 1,task_related,0.3492678805450003,0.1416373422176677,0.4208912513116037,,0.3144764018225689,0.14759973565506768,0.1878534216172768,0.2645722399398538,0.16373937027666322,0.19212596578680655
1205p,1205c,r56,Block 2,Trial 2,all,0.23064432001498514,0.2586572060808381,0.22181307811424272,0.23453740946181684,0.23393352696247166,0.22074969742761158,0.20991102808541906,0.23380221145139943,0.24481972544331868,0.1922644610065891
1205p,1205c,r56,Block 2,Trial 2,cardiac,0.20295111789119424,0.19707647334197997,0.20745102849962166,0.17783067714113535,0.18263335322141502,0.19493641868884187,0.1934066797786973,0.18919906335672038,0.18363182220169333,0.13437484535442945
1205p,1205c,r56,Block 2,Trial 2,myogenic,0.20340578002475548,0.2696180724369468,0.1338159077597078,0.288700331165827,0.26895742634473857,0.1354232197940715,0.10033482877519538,0.2526498147406453,0.32781875963645496,0.19481472909987227
1205p,1205c,r56,Block 2,Trial 2,neurogenic,0.07473104194281793,0.20522097530220035,0.11458997485247262,0.25529302680339727,0.17540564977216797,0.2290988965281502,0.4092836265187916,0.32451775566356095,0.10103074564978422,0.10098395689550739
1205p,1205c,r56,Block 2,Trial 2,old,0.2040690476229001,0.27685554356294384,0.15036632646861622,0.272999248990801,0.2513392540457032,0.19019557436151563,0.17011559711276789,0.2656787954083872,0.2762849479130806,0.1711735004759171
1205p,1205c,r56,Block 2,Trial 2,respiratory,0.25598770754709566,0.2797437212092739,0.2410324883474113,0.19312997343198013,0.2070726479365332,0.2605294444785003,0.2122081902198804,0.20986798567602327,0.23540986365458635,0.2088212159669383
1205p,1205c,r56,Block 2,Trial 2,slow_task_related,0.15711172171770282,0.24100622306728778,0.11430957909479274,0.29377257642495813,0.2527474400279688,0.1319451434307105,0.17013038029663136,0.26153658888555603,0.28167824679231596,0.17229236068662654
1205p,1205c,r56,Block 2,Trial 2,task_related,0.1836629201187117,0.2525397672895069,0.11421920786438648,0.3061744910386199,0.2776746101288039,0.10063260047838628,0.09305156392801789,0.2412378312251508,0.3399007287697481,0.1952749772648217
1205p,1205c,r56,Block 2,Trial 3,all,0.24409027434155425,0.2724249129108838,0.2617931289009157,0.2342824777554761,0.24498093065436727,0.23692272046362722,0.2486541885746453,0.21637866323770882,0.2507691569710018,0.27912384339983726
1205p,1205c,r56,Block 2,Trial 3,cardiac,0.2051659700432001,0.20188867693805526,0.20383997172631307,0.1954354137802919,0.19105284924455665,0.2180737078782835,0.22034602939327688,0.22687690494759374,0.1970525637042343,0.193088930004845
1205p,1205c,r56,Block 2,Trial 3,myogenic,0.2425104077973744,0.37023647654899844,0.35027583658525424,0.19804602908774438,0.26924003391145224,0.21044902932089565,0.22397406499325678,0.12023207057240018,0.2426633980288285,0.4129186439994497
1205p,1205c,r56,Block 2,Trial 3,neurogenic,0.13309322200024845,0.13765979617435758,0.056727071044158715,0.149958542407523,0.1597012574565532,0.1754043086141218,0.30625734908575514,0.08551915936391769,0.7833801669840287,0.12999702339752361
1205p,1205c,r56,Block 2,Trial 3,old,0.22939656513967177,0.31290751586280025,0.3039164637163284,0.22281337560943695,0.2554159894015991,0.21855225794298108,0.23801424877489855,0.13281119603132738,0.3147730650703684,0.349156703439646
1205p,1205c,r56,Block 2,Trial 3,respiratory,0.24325808801055918,0.24321007326207206,0.23639278813581036,0.23702167006617758,0.2459680820966611,0.2120352960362352,0.220023935305302,0.20140684445722454,0.15576528621005784,0.2653429568223291
1205p,1205c,r56,Block 2,Trial 3,slow_task_related,0.2216063528738263,0.3234408425566523,0.2807439703939242,0.1881020760236029,0.23671385992368976,0.21144355995542252,0.2519605352712333,0.1183894409969559,0.39684280840762665,0.34546195595870244
1205p,1205c,r56,Block 2,Trial 3,task_related,0.2501340332151496,0.38331786026423326,0.35294435956366466,0.20039569306492336,0.26153493317861515,0.22305896923829696,0.23446073458894376,0.1289834949853512,0.2722622620342667,0.4149060560623284
1205p,1205c,r56,Block 2,Trial 4,all,0.25267003122215226,0.26394151654971454,0.2536741974294081,0.26592037880602315,0.24528690130279568,0.243317747043858,0.21027797367037238,0.2907827293907064,0.2860371451606736,0.2553652293023078
1205p,1205c,r56,Block 2,Trial 4,cardiac,0.18302043651389624,0.19352174399862512,0.1953636796507647,0.2022815770674171,0.19226678383648504,0.1747689929657705,0.17560807300286835,0.21555714445415908,0.1794938794643916,0.1586848966331862
1205p,1205c,r56,Block 2,Trial 4,myogenic,0.3140516289001419,0.21114360642267,0.30492834644876393,0.36806883639051446,0.2670517867956689,0.3165366733051437,0.16235897168975252,0.43811258120728297,0.4483083335031247,0.37196311181254893
1205p,1205c,r56,Block 2,Trial 4,neurogenic,0.15483674508658649,0.14001451746048055,0.24301655208011808,0.16092852633684654,0.17354081547030376,0.14339327075504732,0.09418530663890243,0.3575630159852143,0.23015155478547517,0.21836444140938707
1205p,1205c,r56,Block 2,Trial 4,old,0.2817914209050777,0.2379889556686977,0.2927536693947128,0.34596487835278916,0.23308978077474066,0.28585307973404267,0.17627389698788895,0.388614744715334,0.36680207821991867,0.3406632455124582
1205p,1205c,r56,Block 2,Trial 4,respiratory,0.26899597261481656,0.36045972764838885,0.2318255200627891,0.26038799601490586,0.2681980073966291,0.2514655002029856,0.24327226127314752,0.23858138291640005,0.30024235348985107,0.2613538970019288
1205p,1205c,r56,Block 2,Trial 4,slow_task_related,0.2894679269434909,0.18230642479308204,0.2604251681255589,0.28395020903259716,0.2792373853806402,0.2826768845371599,0.13081123344870446,0.44304801401579136,0.4483066815760152,0.3436364619268774
1205p,1205c,r56,Block 2,Trial 4,task_related,0.3328594021074863,0.19593705791499177,0.266035945067101,0.32359995596120456,0.3133032683724314,0.32756783316302696,0.1426157275607372,0.4705997306224278,0.5186178281875871,0.3840114901488364
1205p,1205c,r56,Block 3,Trial 1,all,0.25809919781049573,0.22763300896759345,0.2450932526075416,0.20391617463650832,0.23400476482367855,0.24462004181584476,0.21192756554389408,0.20534064020178516,0.231880916551696,0.20372536262892268
1205p,1205c,r56,Block 3,Trial 1,cardiac,0.1830422978664037,0.15661908462505603,0.18225192457084144,0.161395554432818,0.1674311755040832,0.15931406138665904,0.1440174352431215,0.14086258788051506,0.1460576421790123,0.1627150238464797
1205p,1205c,r56,Block 3,Trial 1,myogenic,0.3480123989258038,0.2727932425126667,0.21062171949501035,0.2255457870606478,0.3170654203001846,0.27972528451949064,0.2060267481426233,0.16743943789740312,0.27333653878552516,0.1602910640717132
1205p,1205c,r56,Block 3,Trial 1,neurogenic,0.5255974922324632,0.1631586201357045,0.2411184278844065,0.26329533936686583,0.10815284094292289,0.05448917419990828,0.15506526942788007,0.18253474115035714,0.20320431593468408,0.16850946239617048
1205p,1205c,r56,Block 3,Trial 1,old,0.34814693918397066,0.2619499182817307,0.24563111383408914,0.21875710446605814,0.2911058650283914,0.2840798835386268,0.23395321124656807,0.18028899002770535,0.27868647482587666,0.19759033302578174
1205p,1205c,r56,Block 3,Trial 1,respiratory,0.21874496448625214,0.2390973061133779,0.31306953220261374,0.17394052949099945,0.2375223936368358,0.34935459281906245,0.26614363633464183,0.2750555036111294,0.27582420771578536,0.24487437570654025
1205p,1205c,r56,Block 3,Trial 1,slow_task_related,0.4347544180019686,0.2388376353849637,0.19373192708680206,0.2412111446420385,0.26331256812562387,0.1913839352558402,0.14800725312329993,0.16468655328624962,0.24912302890841362,0.1407048641893802
1205p,1205c,r56,Block 3,Trial 1,task_related,0.4054757995948069,0.26322889501242613,0.17845931234697646,0.2340934340663585,0.3133203698520944,0.235504959393867,0.14573246258099617,0.1589341028528062,0.2639225773197168,0.13174347414663995
1205p,1205c,r56,Block 3,Trial 2,all,0.23099091705928126,0.24257581140776413,0.2773189513836112,0.27810044388218647,0.2785220774585206,0.2300610369892288,0.2175835063509354,0.27550986616809553,0.2970501248102126,0.2645078540456292
1205p,1205c,r56,Block 3,Trial 2,cardiac,0.18869802299004582,0.22933728144478163,0.21247932344724588,0.2051222389086005,0.21657482946435166,0.1900577690101296,0.17086576661214567,0.16779229435756943,0.2101139369467579,0.18721352934441907
1205p,1205c,r56,Block 3,Trial 2,myogenic,0.15914160628764265,0.1907042903169877,0.3833330869505546,0.3033557507815216,0.23711437079475203,0.12316775616758605,0.1389958574349722,0.3155167488777621,0.44927960239928816,0.31578476273603884
1205p,1205c,r56,Block 3,Trial 2,neurogenic,0.417469794960621,0.35152187079984115,0.26356926752996085,0.3659843542844272,0.2708517842982114,0.406288397621537,0.3530191701548491,0.30526705354663575,0.11631738286205776,0.25525935235767405
1205p,1205c,r56,Block 3,Trial 2,old,0.21736144983269134,0.22119710174265084,0.3287454557845558,0.3011803234813384,0.2670027830873567,0.20034796464980195,0.18397928146335488,0.3404886280316829,0.35157717723312704,0.28830202370380803
1205p,1205c,r56,Block 3,Trial 2,respiratory,0.2157560559445633,0.19439248248531404,0.2110138657406482,0.26072626033712926,0.3223078739528505,0.23323984334493558,0.20766969064008609,0.30709807968569175,0.27683274354258086,0.2578198061286146
1205p,1205c,r56,Block 3,Trial 2,slow_task_related,0.20592628402709165,0.2114335693871418,0.3921643144996093,0.3416881932400607,0.25259411441650303,0.17928211081612072,0.20180259246420812,0.31387189595715737,0.4039855058900871,0.31069463383438534
1205p,1205c,r56,Block 3,Trial 2,task_related,0.13774605360667602,0.16628327086286496,0.43361035032752826,0.3338575684620832,0.2467096883994558,0.10611824550550147,0.1530656632866728,0.31664522677544504,0.49670061128900594,0.32856136133561503
1205p,1205c,r56,Block 3,Trial 3,all,0.2709735915531536,0.26601456042354554,,,0.22078287396013327,0.24336522379259354,0.24561554940677346,0.2391788394749007,0.2733860649400928,0.23906831833471154
1205p,1205c,r56,Block 3,Trial 3,cardiac,0.23768120066590923,0.21990118060247096,,,0.2205031645846099,0.2236232679405591,0.22184215760521744,0.20304185192854363,0.2198558677810144,0.21207130169796967
1205p,1205c,r56,Block 3,Trial 3,myogenic,0.29161821584377334,0.2673221506859376,,,0.14174010223429515,0.20584548349493179,0.1772607931146346,0.19464825231148702,0.32563596019741614,0.25436372837697063
1205p,1205c,r56,Block 3,Trial 3,neurogenic,0.2438909320854298,0.11012969816250387,,,0.05901220874185313,0.07406150080957594,0.12139509897412266,0.3511254447764327,0.17170816309533457,0.24327392088674363
1205p,1205c,r56,Block 3,Trial 3,old,0.27585962224949684,0.2372515049558207,,,0.12672030710261592,0.17506320665469474,0.18437817993157085,0.20780583618636025,0.2915885104362298,0.23356792595566744
1205p,1205c,r56,Block 3,Trial 3,respiratory,0.22254685801412596,0.26169178377892227,,,0.21363166000336467,0.24852679081105086,0.2599988923904638,0.222407919410752,0.2529799806046841,0.18212074369902845
1205p,1205c,r56,Block 3,Trial 3,slow_task_related,0.2905628607866124,0.22381357805785285,,,0.13423505858859613,0.188791873802989,0.16415722087328977,0.2577242436289268,0.2973653717989221,0.28586245523001685
1205p,1205c,r56,Block 3,Trial 3,task_related,0.3056051697611085,0.26045376187699754,,,0.1584792966311556,0.22576934114477407,0.17793940360952704,0.22762114385678822,0.3378645457305151,0.2995886908965155
1205p,1205c,r56,Block 3,Trial 4,all,0.280956585205575,0.28365116054909517,0.2703735381713578,0.23978981730450702,0.29630363501397455,0.2812202128639591,0.24033689325472957,0.25784363862123194,0.27774413293438593,0.27117512079913303
1205p,1205c,r56,Block 3,Trial 4,cardiac,0.21496047479609534,0.24428357888823676,0.2354306335436718,0.21402795851443046,0.21211458627579394,0.20475712915059557,0.21156047096744565,0.20218540415353164,0.23996770869816628,0.21787644004930962
1205p,1205c,r56,Block 3,Trial 4,myogenic,0.2660528018586345,0.20189858407051942,0.22319185808520473,0.24229842600680165,0.3758930909385696,0.36983077224137006,0.22714159510792584,0.23896684564707812,0.2845794568375211,0.28680454890144264
1205p,1205c,r56,Block 3,Trial 4,neurogenic,0.21241691458500986,0.29031940138330636,0.12144131937575212,0.31472537617225893,0.5948825260166521,0.06018437347937223,0.06994557907357989,0.1933452719366061,0.18605807517303585,0.3754161252336123
1205p,1205c,r56,Block 3,Trial 4,old,0.2713094639003865,0.2639247709576167,0.22258952142702673,0.2365625972118826,0.36302939881326535,0.3147400734370328,0.20261631868951346,0.2624049741662479,0.2703027437321833,0.29579850522707635
1205p,1205c,r56,Block 3,Trial 4,respiratory,0.30880708664617346,0.3074997149063079,0.27868205339043317,0.16186399097030107,0.2514128201756008,0.29437102186498615,0.22297246396966197,0.2818558628308711,0.27039742676538747,0.2121305202231674
1205p,1205c,r56,Block 3,Trial 4,slow_task_related,0.23495087409067797,0.2018446730022278,0.2143525855903346,0.27368059786475946,0.47758830222090376,0.30740152345865007,0.20881198207216967,0.22452630688976538,0.29983998901095027,0.3270003998488622
1205p,1205c,r56,Block 3,Trial 4,task_related,0.2422135433382519,0.17332936974009625,0.24429777989673568,0.2604519129941585,0.4397845087124809,0.38707932673932777,0.25356846414205997,0.23457591861489854,0.33651176905710106,0.3113960672076162
1207p,1207c,r56,Block 1,Trial 1,all,0.3309422243652208,0.3554910307738067,0.35939180263931636,,0.359881519017666,0.3674779604723728,,,,0.34085136344166633
1207p,1207c,r56,Block 1,Trial 1,cardiac,0.2713028822521345,0.34207327108769087,0.2938771949042745,,0.3358297605020135,0.3380041962769353,,,,0.28996795380808776
1207p,1207c,r56,Block 1,Trial 1,myogenic,0.4334837412121121,0.2454987629687192,0.3220777892427513,,0.2345812695066538,0.20908734969139312,,,,0.2742593066959396
1207p,1207c,r56,Block 1,Trial 1,neurogenic,0.20749920402435504,0.19871524581967492,0.376793444676177,,0.29736916160922106,0.16226045940756403,,,,0.29137148543406555
1207p,1207c,r56,Block 1,Trial 1,old,0.3730896462963939,0.24145685261635944,0.320204935553198,,0.26301833071894476,0.23552478507489916,,,,0.30756093418105673
1207p,1207c,r56,Block 1,Trial 1,respiratory,0.27212033475821573,0.19885172704358559,0.20954596224591424,,0.22546261655762523,0.3069020940175897,,,,0.2688714609316817
1207p,1207c,r56,Block 1,Trial 1,slow_task_related,0.39910143928235936,0.2146865715724254,0.33862235352249664,,0.24507165143540868,0.1776019284513164,,,,0.245439591661494
